review_id,text,rating,timestamp,product_id,product_name,category,variant,image_paths,source
demo_018,Terimakasih barang sudah sampai meskipun warna tidak sesuai,5,2026-07-03T00:00:00,438933303,Eiger Kingfisher Daypack 20L - Black,fashion,,,sample_dataset
demo_019,Thx sepatunya ok cmn blm bs di paakai mash kebesaran,5,2026-07-26T00:00:00,267659555,Sepatu Bayi Laki-Laki Tamagoo-David Grey Baby Shoes Prewalker Murah - 0-3 Bulan,fashion,,,sample_dataset
demo_020,paket lah di terima ...hanya size nya kebesaran.....,3,2026-07-19T00:00:00,319781056,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,fashion,,,sample_dataset
demo_021,"Ukurannya kekecilan, next buat yang lain, lebihin 1 ukuran dari sepatu yang biasa kalian pakai.",2,2026-07-12T00:00:00,319781056,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,fashion,,,sample_dataset
demo_022,Sempet kecewa mesen size 39 yg dikirim 37 untung nya bs ditukar size 39 jd ga kecewa lg malah seneng bgt sm sandal nya.. mksih kk,5,2026-07-05T00:00:00,269798022,"BATA Sendal Wanita Microlon SAMANTHA QPS 5726185 - Hitam, 36",fashion,,,sample_dataset
demo_023,"respon oleh seller cepat, barang sama dengan yang digambar, ukurannya juga pas, cuman gak suka sama tali sepatunya aja & bau sepatunya aja yang agak bau lem dan pas sampe udh penyok penyok kardus sepatunya. the best lah.",4,2026-07-28T00:00:00,469877650,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,fashion,,,sample_dataset
demo_024,Maaf baru kasih ulasan packing rapih respon cepat sepatunya lucu ternyata kekecilan sm anaku. jne nya juga lama bget pokdhal pakai  yes 4_5 hari baru sampai,5,2026-07-21T00:00:00,79613532,sandal Anak Perempuan Tamagoo-Gisella Orange Kids Sandal Murah,fashion,,,sample_dataset
demo_025,"Tidak sesuai pesanan,pesan size M dateng size XL",2,2026-07-14T00:00:00,407266673,"Kaos Polo Ralph Grapic Tee &#40;07907784&#41; - Putih, L",fashion,,,sample_dataset
demo_026,Warna sih tdk spt yg diharapkan. Mungkin salah milihnya. Semua sdh ok lah,4,2026-07-07T00:00:00,276472707,"Wakai Kachiiro Blue Sepatu Flat Shoes &#40;WAK0002835.C0398&#41; - Biru, 39",fashion,,,sample_dataset
demo_027,Barang bagus pengiriman cepat,5,2026-05-17T00:00:00,284115526,"BATA Sandal Pria ENERGYZER 8736076 - Hitam, 39",fashion,,,sample_dataset
demo_028,"josss, pengiriman cepat, kualitas oke, terima kasih seller",5,2026-05-06T00:00:00,373026837,jam tangan pria Biden fashion analog bisnis pita jala - Biru,fashion,,,sample_dataset
demo_029,"Respon cepat, pengiriman cepat, harga bagus, 👍👍 keep it up",5,2026-06-24T00:00:00,283618043,"Sepatu Pria Kasual Mocassino LOKO - 8316031 - Hitam, 39",fashion,,,sample_dataset
demo_030,"barang baguss, puas! pelayanan okee, pengiriman cepet. cuma satu kurang responsif, mungkin kebanyakan orderan kaliya😂. sisanya top markotop!! tingkatkan terus bro. #recommendedseller",5,2026-06-13T00:00:00,24336219,Trousers for Men Stretch Abu  CLN 802,fashion,,,sample_dataset
demo_031,"seller responsif, brg cepet banget sampai
barang sesuai deskripsi seller, sepatu ukuran 43 pun muat
tapi kemarin sempat kesusahan masang tutup nya, hahah",5,2026-06-02T00:00:00,292736349,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,fashion,,,sample_dataset
demo_032,"produk bagus, seller komunikatif , ramah dan respon cepat. pengiriman juga oke, aman dan cepat. Terimakasih",5,2026-05-22T00:00:00,266668906,Sandal Laki-Laki Baby Tamagoo -  Steve Black - 3-6 Bulan,fashion,,,sample_dataset
demo_033,"Responsif, barang sesuai diskripsi, pengiriman cepat, kualitas masih blom tau....hehehehe",5,2026-05-11T00:00:00,469877650,Sepatu Casual Kets Sport Nike MD Runner / Waffle Trainer Hitam Putih,fashion,,,sample_dataset
demo_034,Produk sesuai dengan deskripsi. Harga murah kualitas nya bagus . Pengiriman cepat. Good,5,2026-06-29T00:00:00,267682069,Sepatu Boots Bayi Laki-laki Tamagoo-Matthew White Baby Shoes Murah - 6-9 Bulan,fashion,,,sample_dataset
demo_035,"Barang sampai sesuai dengan jadwal pemesanan, kualitas barang yang bagus, nice",5,2026-06-18T00:00:00,393903069,"BATA Sepatu Pria NAGOY - 8216444 - Hitam, 40",fashion,,,sample_dataset
demo_036,Barang sesuai pengiriman cepat,4,2026-06-07T00:00:00,406951717,sepatu pria rebook terbaru murah berkualitas,fashion,,,sample_dataset
demo_037,"barang sudah sampai, sesuai deskripsi. terima kasih",5,2026-05-27T00:00:00,44957996,qnq model casio ae1200 qq q&amp;q wateresist tahan air jam tangan unisex,fashion,,,sample_dataset
demo_038,"Pengiriman sangat baik,produk sangat baik 👍🏻",5,2026-05-16T00:00:00,337665583,Kaos 420 - Hitam,fashion,,,sample_dataset
demo_039,"Pas di kaki, dapat diskon, dapat cashback, dapat free ongkir, mantap.....",5,2026-05-05T00:00:00,424901625,"POWER Sepatu Sneakers N-WALK - 8286092 - Hitam, 40",fashion,,,sample_dataset
demo_040,Alhamdulillah paket nya dah sampai kk... bagus... aku suka...,5,2026-06-23T00:00:00,323752215,POCKY SWEATER KHUSUS RESELLER | SWEATER RAJUT | BAJU HIJAB RAJUT - Custom,fashion,,,sample_dataset
demo_041,Pengiriman cepett.. Barang bagus,4,2026-06-12T00:00:00,202012873,Sepatu Wanita Bata CATHY - 5514604,fashion,,,sample_dataset
demo_042,"Respon ramah, barang ok, pengiriman cepat.",5,2026-06-01T00:00:00,466250645,"Eiger Ugimba Pinch Strap Pattern 3 Sandals - Blue - Biru, 40",fashion,,,sample_dataset
demo_043,packing aman. pengiriman on time. seller responsif. produk sesuai details.,5,2026-05-21T00:00:00,326742593,Jam Tangan Casio LTP-1275G-9A,fashion,,,sample_dataset
demo_044,"Makasih...
Barang sudah sampai&amp;sesuai dgn deakripsi.",3,2026-05-10T00:00:00,283727329,BUBBLE GUMMERS Sandal Anak Pria BERKA 3716062 - 30,fashion,,,sample_dataset
demo_045,"Brg bagus banget, sesuai fhoto, pengiriman cepat",5,2026-06-28T00:00:00,334824647,"AliveLoveArts Davinci Cream Heels Fashion Sepatu Wanita Termurah - Ivory, 36",fashion,,,sample_dataset
demo_046,Pengiriman cepat kualitas bagus,5,2026-06-17T00:00:00,417383288,SABERTOOTH Sandal Gunung Traventure Intera Fluenta size 38 s/d 47,fashion,,,sample_dataset
demo_047,"Barang sudah sampai sesuai dengan deskripsi, terima kasih",5,2026-06-06T00:00:00,282582124,"Sepatu Pria Sport Power N Walk Calm - 8282097 - Abu-abu Muda, 41",fashion,,,sample_dataset
demo_048,"respon seller cepat, barang cepat sampai",5,2026-05-26T00:00:00,318009178,Kaos kaki 6pcs/pack Prewalker baby anak bahan Import Tamagoo TOT,fashion,,,sample_dataset
demo_049,Barang sesuai diskripsi dan pengiriman cepat. Tq,5,2026-05-15T00:00:00,209217614,Kaos Fendi Pria Wanita,fashion,,,sample_dataset
demo_050,"Barang sudah sampai dan diterima dengan baik. Pelayanan cepat, packingan aman, produk bagus. Terima kasih,",5,2026-05-04T00:00:00,336843187,"AliveLoveArts Boom Black Heels Fashion Sepatu Wanita Termurah - Hitam, 36",fashion,,,sample_dataset
demo_051,"Produk bagus dan pas sesuai ukuran umum, mudah mudahan awet sampai tahunan..",5,2026-06-22T00:00:00,416436984,SABERTOOTH Sandal Gunung Traventure Spectra Wallexa size 32 s/d 47 - Wallexa,fashion,,,sample_dataset
demo_052,saya senang produknya dipaketkan dengan rapi dan tidak ada cacat. Recommended!,5,2026-06-11T00:00:00,413646948,"AliveLoveArts Lafayette Heels Fashion Sepatu Wanita Termurah - Titanium, 39",fashion,,,sample_dataset
demo_053,Barangnya bagus.. solusi untuk merapihkan penyimpanan sepatu.. 😁,5,2026-05-31T00:00:00,14865566,LADIES PREMIUM Shoes Box. Skala Kuantiti Per 1 Lusin,fashion,,,sample_dataset
demo_054,"kualitas baik, dapat digunakan dengan nyaman",5,2026-05-20T00:00:00,380372624,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,fashion,,,sample_dataset
demo_055,Paket sdh diterima. Bagus sandal gunungnya. Sy suka. Smoga awet dan bermanfaat utk dipakai ke gunung. Terimakasih gan...,5,2026-05-09T00:00:00,237853365,SABERTOOTH Sandal Gunung Terra Fluenta Size 32 - 44,fashion,,,sample_dataset
demo_056,Untuk harga segitu barangnya bagus bgt. Thanks ramayana,5,2026-06-27T00:00:00,407266673,"Kaos Polo Ralph Grapic Tee &#40;07907784&#41; - Putih, L",fashion,,,sample_dataset
demo_057,MantUL seperti biasanya kualitas oke banget,5,2026-06-16T00:00:00,432227037,BRODO - Sepatu Pria Generic Play Red WS,fashion,,,sample_dataset
demo_058,"Barang sudah diterima, kualitas sesuai harga, lumayan, terimakasih moga awet",4,2026-06-05T00:00:00,205826268,Celana Jogger Pria Panjang Kasual Strip CLN 956,fashion,,,sample_dataset
demo_059,Bagus kualitasnya recommended,5,2026-05-25T00:00:00,292736349,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,fashion,,,sample_dataset
demo_060,Produk dipaketkan dengan rapi dan tidak ada cacat. Recommended!,4,2026-05-14T00:00:00,319781056,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,fashion,,,sample_dataset
demo_061,reapon cepat kualitas sendal bagus nyaman di kaki,5,2026-07-02T00:00:00,416466824,SABERTOOTH Sandal Gunung Spectra Violaria Size 32 s/d 44 - Violaria,fashion,,,sample_dataset
demo_062,Barangnya sesuai dengan foto. Kualitas oke punya tdk diragukan. Thank you Bata dan Tokopedia ^_^,5,2026-06-21T00:00:00,194170283,Sepatu Wanita Bata ETHEL - 6516355,fashion,,,sample_dataset
demo_063,Kualitas barang bagus sesuai harapan.. Packing jg sangat rapi.. Top dah pkoknya..,5,2026-06-10T00:00:00,380372624,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,fashion,,,sample_dataset
demo_064,terima kasih barangnya bagus saya sangat puas,5,2026-05-30T00:00:00,370864159,"MARIE CLAIRE Sepatu Wanita WISKY - 6603303 - Beige, 37",fashion,,,sample_dataset
demo_065,Kualitas produk ok...fast response....pengiriman cepat...mantap,5,2026-05-19T00:00:00,316405209,Jam Tangan Columbia CA016-800 ORANGE,fashion,,,sample_dataset
demo_066,"Mantapp smoga awet, sesuai gambar",4,2026-05-08T00:00:00,361809014,"Bata Sandal Pria Energ Brown - 8733076 - Cokelat Muda, 39",fashion,,,sample_dataset
demo_067,Bagus.. sesuai gambar.. semoga awet.. garansi 10 tahun ya..,5,2026-06-26T00:00:00,292087655,Zeca Watches - Ladies - 143L.LRE.D.S1,fashion,,,sample_dataset
demo_068,Jam nya bagus sesuai di foto...harga murah jam nya keren kaya jam mahal..,5,2026-06-15T00:00:00,373026837,jam tangan pria Biden fashion analog bisnis pita jala - Biru,fashion,,,sample_dataset
demo_069,Barang Sesuai Pesanan...thanks,5,2026-06-04T00:00:00,411651606,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,fashion,,,sample_dataset
demo_070,barang sesuai dengan bintang,5,2026-05-24T00:00:00,421084203,BRODO - Sepatu Pria Ventura E+ Full Black,fashion,,,sample_dataset
demo_071,"Sesuai deskripsi thanks,.",5,2026-05-13T00:00:00,327043187,"RAMAYANA - RAF Freedom Tshirt &#40;08004322&#41; - Navy, M",fashion,,,sample_dataset
demo_072,Produk sesuai dan kuat mksh gan,5,2026-07-01T00:00:00,411651606,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,fashion,,,sample_dataset
demo_073,Bagus sesuai...proses agak lama,4,2026-06-20T00:00:00,276869337,"Wakai Hashigoripstop Purple Sepatu Slip On &#40;WAK0002559.C1697&#41; - Ungu, 44",fashion,,,sample_dataset
demo_074,"Sesuai pesanan.. Thanks, pengiriman lmyan Cepat. Tp syg, respon dr penjual nya z yg kurang",3,2026-06-09T00:00:00,189027293,baby g bga 210 pink merah muda baby-g bga210 jam tangan wanita ,fashion,,,sample_dataset
demo_075,"terima kasih ya...pengiriman cepat, barang sesuai deskripsi. sukses selalu",5,2026-05-29T00:00:00,266941410,"Sepatu Bata Edoli Black - 6516106 - Hitam, 36",fashion,,,sample_dataset
demo_076,Sepatunya sesuai dengan gambar bagus,5,2026-05-18T00:00:00,265666802,"Sepatu Wanita Bata CATHY - 5516604 - Hitam, 36",fashion,,,sample_dataset
demo_077,"Sangat puas , product sesuai dam kirim cepat, thanks",5,2026-05-07T00:00:00,373026837,jam tangan pria Biden fashion analog bisnis pita jala - Biru,fashion,,,sample_dataset
demo_078,"Barang sudah sampai dengan sangat cepat, respon seller cepat dan ramah, sesuai gambar dan deskripsi, kualitasnya bagus, recommended seller. Tq ya",5,2026-06-25T00:00:00,267903893,Sepatu Boots Bayi Laki-laki Tamagoo-Tommy Brown Baby Shoes Murah - 0-3 Bulan,fashion,,,sample_dataset
demo_079,"Packing bagus, cepat sampai dan sesuai deskripsi dan gambar.",5,2026-06-14T00:00:00,386064725,"Sepatu Bayi Laki-Laki Tamagoo-Will Grey Baby Shoes Prewalker Murah - 0-3 Bulan, ",fashion,,,sample_dataset
demo_080,"Barang sesuai deskripsi, packing rapih aman sampe tujuan",5,2026-06-03T00:00:00,267641745,Tamagoo Sepatu Bayi Laki-Laki Baby Shoes Prewalker - Alex Denim - 0-3 Bulan,fashion,,,sample_dataset
demo_081,"Packing rapi, response penjual baik. Produk sesuai banget. Cuma diameter nya ternyata kecil jd agak kurang pas ditangan saya yg gede 😁",4,2026-05-23T00:00:00,316405209,Jam Tangan Columbia CA016-800 ORANGE,fashion,,,sample_dataset
demo_082,"packing aman, rapi, dan memuaskan",5,2026-05-12T00:00:00,4854737,buble tambahan extra aman,fashion,,,sample_dataset
demo_083,"Sangat berguna , barang cepat sampai , kemasan rapih",5,2026-06-30T00:00:00,411651606,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,fashion,,,sample_dataset
demo_084,"Mantaapp packing rapiiiihhh,, jam sesuai pesanan,, recommended",5,2026-06-19T00:00:00,390209852,Jam Tangan Swatch White Rebel Watch SUOW701,fashion,,,sample_dataset
demo_085,"Kemasan bagus,barang juga bagus ga nyesel dech",5,2026-06-08T00:00:00,411651606,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,fashion,,,sample_dataset
demo_086,"Pengiriman cepat.. packaging ok bgt, double packing gt jadi barang aman sampai tujuan",5,2026-05-28T00:00:00,443662015,Jam Tangan Timex Easy Reader - TW2R62700,fashion,,,sample_dataset
demo_087,"barangnya oke, sesuai foto, ukurannya sedikit lebih kecil dr thomas. penjual oke, responnya cepat. packaging rapi &amp; aman. thx",4,2026-05-17T00:00:00,52318695,Sepatu Anak Tamagoo-Noel BW Pattern Shoes Sneakers Murah Branded,fashion,,,sample_dataset
demo_088,"Packing rapi 
Pengiriman cepat 
Produk yg diterima sesuai dgn pic",5,2026-05-06T00:00:00,316405209,Jam Tangan Columbia CA016-800 ORANGE,fashion,,,sample_dataset
demo_089,"Respon seller cepat,  pengiriman cepat, packing rapi,  produk bagus👍👍",5,2026-06-24T00:00:00,179142289,Casio Original 100% Authentic Jam Tangan Unisex &#40;MQ-38-1A&#41;,fashion,,,sample_dataset
demo_090,"Barangnya bagus banget, packing rapih, respon seller memuaskan",5,2026-06-13T00:00:00,483062737,Jam Tangan Wanita Stainless Steel Band Fashion Bisnis Luxury Jam - Kuning,fashion,,,sample_dataset
demo_091,"Tas dikemas pake bubble wrap &amp; kardus 😁... Barang sesuai pesanan, waktu respon &amp; pengiriman cepet",5,2026-06-02T00:00:00,438933322,Eiger Kingfisher Daypack 10L - Khaki,fashion,,,sample_dataset
demo_092,"Terimakasih! Respon cepat, barang sampai tepat waktu selain itu sepatunya bagus dan persis seperti di BATA store",5,2026-05-22T00:00:00,202012873,Sepatu Wanita Bata CATHY - 5514604,fashion,,,sample_dataset
demo_093,"Barang sip &amp; mantap.
Respon cepat.
Terima kasih.",5,2026-05-11T00:00:00,191223136,Fossil - Jam Tangan Pria Fossil FS4991,fashion,,,sample_dataset
demo_094,"Barang sesuai dengan harga dan deskripsi, pelayanan cukup baik, sesuai dengan bintang lah",5,2026-06-29T00:00:00,380372624,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,fashion,,,sample_dataset
demo_095,"Produk standar, pelayanan memuaskan, pengiriman cepat, makasih",4,2026-06-18T00:00:00,194217098,Sepatu Bata Tracy Black - 5516471,fashion,,,sample_dataset
demo_096,"Packing rapi, respon cepat dan barang sesuai dengan gambarnya
Bagus deh pokok nya👍",5,2026-06-07T00:00:00,429766804,"Rak Sepatu Cantik Susun 9,Rak Sepatu Plastik,Tempat Penyimpanan Sepatu",fashion,,,sample_dataset
demo_097,"Barang sesuai dengan gambar, respon sangat2 cepat",5,2026-05-27T00:00:00,429766804,"Rak Sepatu Cantik Susun 9,Rak Sepatu Plastik,Tempat Penyimpanan Sepatu",fashion,,,sample_dataset
demo_098,Bagus barangnya puas pelayanannya,5,2026-05-16T00:00:00,373026837,jam tangan pria Biden fashion analog bisnis pita jala - Biru,fashion,,,sample_dataset
demo_099,"Sudah d tulis d catatan no.35 tp d kirim no.36, katanya sesuai sistem, krn saya pesan d no.36, oke gpp, tp d seler lain meski sesuai sistem tp kalau ada catatan utk penjual, seller nya nanya dulu, ini ngga. Bukan ngomel tp fakta, Trims barang bagus dan cepat, tp kegedean. Trims..",2,2026-05-05T00:00:00,267979744,"BATA Sandal Wanita DORIAN COMFIT 5614214 - Cokelat Muda, 37",fashion,,,sample_dataset
demo_100,"Barang bagus banget, murah, seller responsif, pengiriman cepet banget. Masa ga nyampe sehari udah sampe, padahal pake kurir reg. Top markotop lah.Makasih banyak ya. Sukses selalu",5,2026-06-23T00:00:00,280317977,Kaos kaki 3pcs/pack Prewalker baby anak bahan Import Tamagoo TOT,fashion,,,sample_dataset
demo_101,Cukup untuk 4* dengan harga segitu,4,2026-06-12T00:00:00,204177192,Celana Pendek Chino Pria - CLN 789,fashion,,,sample_dataset
demo_102,kwalitas sesuai harga dan warna/ukuran sesuai,4,2026-06-01T00:00:00,319781056,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,fashion,,,sample_dataset
demo_103,"Barang sesuai pesanan, bagus, Kuat, Harga bersaing, packing rapi",5,2026-05-21T00:00:00,411651606,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,fashion,,,sample_dataset
demo_104,Jamnya kereeenn.. harga terjangkau. tks,5,2026-05-10T00:00:00,186040170,Jam Tangan Pria Timex Weekender - TW2P71400,fashion,,,sample_dataset
demo_105,Nice. Barang ori sesuai deskripsi. Harga kompetitif. Respon seller juga cepet. Recommended seller.,5,2026-06-28T00:00:00,179142386,Casio Jam Tangan Unisex &#40;MQ-71-4BDF&#41;,fashion,,,sample_dataset
demo_106,"Barang telah diterima dan sesuai display gambar, harga ok, packaging rapih, hanya tinggal dicoba, Thanks.",5,2026-06-17T00:00:00,414810315,SABERTOOTH Sandal Gunung Traventure Intera Avensis Size 32 s/d 47 - Avensis,fashion,,,sample_dataset
demo_107,Mantappppp !!!!!Barang mewah.. Harga murah..Realpict. Trmksih boss.,5,2026-06-06T00:00:00,380372624,JAM TANGAN WANITA FASHION RUBBER ANAK QQ Q&amp;Q QNQ TALI KARET JAM - Hitam,fashion,,,sample_dataset
demo_108,Value for money. Pengiriman tepat waktu...,5,2026-05-26T00:00:00,284088540,Kaos Rock,fashion,,,sample_dataset
demo_109,"Pengiriman cepat, barang bagus, elegan, ori garansi 10 tahun. Recommended seller",5,2026-05-15T00:00:00,292087573,Zeca Watches - Ladies - 139L.LRE.DRG7,fashion,,,sample_dataset
demo_110,sepatu lumayan ... harga termurah dengan tipe kw yg sama.. layak u dibeli,4,2026-05-04T00:00:00,319781056,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,fashion,,,sample_dataset
demo_111,Produk original dan motifnya bagus sekali.,5,2026-06-22T00:00:00,416577456,"WAKAI MEN SM11813 CORE Plume Grey - Abu-abu, 42",fashion,,,sample_dataset
demo_112,Baguuussss. Sepatu ori. Pengiriman cepat. Respon seller cepat.,5,2026-06-11T00:00:00,392056180,"WAKAI CM11809 COREJEREMYVILLE MEN Santa Monica Navy - , 44",fashion,,,sample_dataset
demo_113,Barang original dan real PICT,5,2026-05-31T00:00:00,432069780,"POWER Sepatu Pria HUNTER ASHER Black - 8086021 - Hitam, 43",fashion,,,sample_dataset
demo_114,moga2 tahan lama yaaa!!!,5,2026-05-20T00:00:00,373026837,jam tangan pria Biden fashion analog bisnis pita jala - Biru,fashion,,,sample_dataset
demo_115,"Buckle harga 200ribu. Waktu datang, kondisi sudah banyak lecet dan baretnya. Seller cuma mengatakan &#34;kalau besi memang gitu, nanti juga akan lecet karena pemakaian.&#34; Fungsi deploynya juga suka ngadat. Sangat kecewa dengan kualitas yang tidak sebanding dengan harganya.",1,2026-05-09T00:00:00,443593455,"Buckle Tali Straps model APJLC 20, 22mm -",fashion,,,sample_dataset
demo_116,"Tidak recommended, kaki tidak bisa masuk, sepatu seperti sablonan, kualitas not ok",1,2026-06-27T00:00:00,363833137,Sepatu Sneakers Adidas Swift Run Harian Running Pria Cowo Grade Ori,fashion,,,sample_dataset
demo_117,kualitasnya baguusss cuma aga lama aja prosesnya makasihhhhh,4,2026-06-16T00:00:00,3842231,BOX JAM model kancing,fashion,,,sample_dataset
demo_118,Pelayanan simple dan ga ribet. Pengiriman cepat. Produk kuat dan tahan lama. Terima kasih!,5,2026-06-05T00:00:00,411651606,X04 Rak sepatu 4 SUSUN payung holder lemari sepatu murah,fashion,,,sample_dataset
demo_119,"makasih kak, produk ssuai gmbr... tdk ada yg cacat sdikitpun",5,2026-05-25T00:00:00,373026837,jam tangan pria Biden fashion analog bisnis pita jala - Biru,fashion,,,sample_dataset
demo_120,Pengeleman dan jahitan sepatunya kurang bagus...kelihatan sekali sepatu murahan. Kapok,3,2026-05-14T00:00:00,319781056,Sepatu Sekolah Nike Roshe Run Full Hitam Anak Pria Wanita Cewe Cowo,fashion,,,sample_dataset
